itemno,wordA,wordB,enc_gyak.thisRepN,enc_gyak.thisTrialN,enc_gyak.thisN,enc_gyak.thisIndex,rec_gyak.thisRepN,rec_gyak.thisTrialN,rec_gyak.thisN,rec_gyak.thisIndex,repeat_task.thisRepN,repeat_task.thisTrialN,repeat_task.thisN,repeat_task.thisIndex,enc_loop.thisRepN,enc_loop.thisTrialN,enc_loop.thisN,enc_loop.thisIndex,test_loop.thisRepN,test_loop.thisTrialN,test_loop.thisN,test_loop.thisIndex,int.started,int_key.started,int_key.keys,int_key.rt,prepare_gyak_text.started,fix.started,word1.started,word2.started,gykrec_inst.started,gyakrec_inst.started,gyakrec_inst.keys,gyakrec_inst.rt,cueword1.started,cue_resp.started,cue_cont_text.started,cue_space.started,cueword,cue_resp.keys,cue_resp.rt,test_ansbox.started,ans_text.started,ans_continue.started,test_ansbox.text,ans_continue.keys,ans_continue.rt,feedback_text.started,feedback_cont.started,feedback_cont.keys,feedback_cont.rt,main_prep.started,main_prep_resp.started,main_prep_resp.keys,main_prep_resp.rt,preparation.started,break_text.started,key_resp.started,key_resp.keys,key_resp.rt,test_instruction.started,test_i_key.started,test_i_key.keys,test_i_key.rt,rep_routine.started,encrep_textbox.started,rep_routine.keys,rep_routine.rt,preparation.stopped,end_text.started,Résztvevő kódja,date,expName,psychopyVersion,frameRate,
10,málna,dominó,,,,,,,,,1,0,1,0,,,,,0,5,5,9,,,,,,573.2088550981134,,,,,,,574.2351251859218,574.2351251859218,574.2351251859218,574.2351251859218,dominó,4,5.414266217499971,579.6746366200969,579.6746366200969,579.6746366200969, mocsár,down,1.9901620410382748,581.7184633295983,581.7184633295983,4,0.6047594994306564,,,,,,,,,,,,,,,,,,,,189616,2022-09-07_13h53.00.444,palt,2022.2.2,59.343074595539534,
5,karton,hentes,,,,,,,,,1,0,1,0,,,,,0,6,6,4,,,,,,582.3552109738812,,,,,,,583.3803841425106,583.3803841425106,583.3803841425106,583.3803841425106,karton,4,5.5674110520631075,588.9720762912184,588.9720762912184,588.9720762912184, ,down,1.348653200082481,590.3577652694657,590.3577652694657,4,0.8553031384944916,,,,,,,,,,,,,,,,,,,,189616,2022-09-07_13h53.00.444,palt,2022.2.2,59.343074595539534,
1,bagoly,kirakó,,,,,,,,,1,0,1,0,,,,,0,7,7,0,,,,,,591.2466557482257,,,,,,,592.2762212594971,592.2762212594971,592.2762212594971,592.2762212594971,kirakó,4,2.9229824831709266,595.2343495367095,595.2343495367095,595.2343495367095,bagoly,down,1.6138965552672744,596.8973467424512,596.8973467424512,4,1.1376701947301626,,,,,,,,,,,,,,,,,,,,189616,2022-09-07_13h53.00.444,palt,2022.2.2,59.343074595539534,
3,fogó,limonádé,,,,,,,,,1,0,1,0,,,,,0,8,8,2,,,,,,598.0618178071454,,,,,,,599.0812379792333,599.0812379792333,599.0812379792333,599.0812379792333,limonádé,4,11.30886366404593,610.4276717314497,610.4276717314497,610.4276717314497,fecske,down,3.62036953214556,614.1002516662702,614.1002516662702,4,0.39790728222578764,,,,,,,,,,,,,,,,,,,,189616,2022-09-07_13h53.00.444,palt,2022.2.2,59.343074595539534,
9,szilva,kecske,,,,,,,,,1,0,1,0,,,,,0,9,9,8,,,,,,614.5216289395466,,,,,,,615.5482573071495,615.5482573071495,615.5482573071495,615.5482573071495,szilva,4,8.903382238000631,624.4810730842873,624.4810730842873,624.4810730842873, ,down,1.4870078144595027,625.9860009802505,625.9860009802505,4,1.552220568060875,,,,,,,,,,,,,,,,,,,,189616,2022-09-07_13h53.00.444,palt,2022.2.2,59.343074595539534,
,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,627.5718881944194,627.5718881944194,4,8.832902592606843,,,189616,2022-09-07_13h53.00.444,palt,2022.2.2,59.343074595539534,
1,bagoly,kirakó,,,,,,,,,2,0,2,0,0,0,0,0,,,,,,,,,,640.469674388878,641.454397443682,641.454397443682,,,,,,,,,,,,,,,,,,,,,,,,,,636.4373418530449,,,,,,,,,,,,,,,189616,2022-09-07_13h53.00.444,palt,2022.2.2,59.343074595539534,
5,karton,hentes,,,,,,,,,2,0,2,0,0,1,1,4,,,,,,,,,,647.439598204568,648.454574406147,648.454574406147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189616,2022-09-07_13h53.00.444,palt,2022.2.2,59.343074595539534,
7,csavarhúzó,hering,,,,,,,,,2,0,2,0,0,2,2,6,,,,,,,,,,654.4376908028498,655.4559251070023,655.4559251070023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189616,2022-09-07_13h53.00.444,palt,2022.2.2,59.343074595539534,
10,málna,dominó,,,,,,,,,2,0,2,0,0,3,3,9,,,,,,,,,,661.4520555660129,662.4585596425459,662.4585596425459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189616,2022-09-07_13h53.00.444,palt,2022.2.2,59.343074595539534,
9,szilva,kecske,,,,,,,,,2,0,2,0,0,4,4,8,,,,,,,,,,668.453463180922,669.4602611586452,669.4602611586452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189616,2022-09-07_13h53.00.444,palt,2022.2.2,59.343074595539534,
8,szalvéta,puska,,,,,,,,,2,0,2,0,0,5,5,7,,,,,,,,,,675.4548894558102,676.457799853757,676.457799853757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189616,2022-09-07_13h53.00.444,palt,2022.2.2,59.343074595539534,
2,kötény,tisztás,,,,,,,,,2,0,2,0,0,6,6,1,,,,,,,,,,682.4441183712333,683.4589449791238,683.4589449791238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189616,2022-09-07_13h53.00.444,palt,2022.2.2,59.343074595539534,
6,menta,triatlon,,,,,,,,,2,0,2,0,0,7,7,5,,,,,,,,,,689.4477359978482,690.4604023555294,690.4604023555294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189616,2022-09-07_13h53.00.444,palt,2022.2.2,59.343074595539534,
4,mocsár,ananász,,,,,,,,,2,0,2,0,0,8,8,3,,,,,,,,,,696.4425185546279,697.4580231560394,697.4580231560394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189616,2022-09-07_13h53.00.444,palt,2022.2.2,59.343074595539534,
3,fogó,limonádé,,,,,,,,,2,0,2,0,0,9,9,2,,,,,,,,,,703.4375001555309,704.468836848624,704.468836848624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189616,2022-09-07_13h53.00.444,palt,2022.2.2,59.343074595539534,
7,csavarhúzó,hering,,,,,,,,,2,0,2,0,,,,,0,0,0,6,,,,,,719.3396118264645,,,,,,,720.3529089046642,720.3529089046642,720.3529089046642,720.3529089046642,hering,4,9.619663236662745,730.0267869802192,730.0267869802192,730.0267869802192, ,down,2.0523857111111283,732.1097000408918,732.1097000408918,4,1.1846380699425936,,,,,715.3233014075086,710.4526694919914,710.4526694919914,u,2.1708328062668443,712.6451808940619,712.6451808940619,4,2.6509800255298615,,,,,719.3396118264645,,189616,2022-09-07_13h53.00.444,palt,2022.2.2,59.343074595539534,
4,mocsár,ananász,,,,,,,,,2,0,2,0,,,,,0,1,1,3,,,,,,733.3299880446866,,,,,,,734.35922420118,734.35922420118,734.35922420118,734.35922420118,mocsár,4,2.847757190465927,737.247396254912,737.247396254912,737.247396254912,ananász,down,1.9028703216463327,739.1958699598908,739.1958699598908,4,1.557656959630549,,,,,,,,,,,,,,,,,,,,189616,2022-09-07_13h53.00.444,palt,2022.2.2,59.343074595539534,
6,menta,triatlon,,,,,,,,,2,0,2,0,,,,,0,2,2,5,,,,,,740.7798280008137,,,,,,,741.8073694827035,741.8073694827035,741.8073694827035,741.8073694827035,triatlon,4,2.0169101459905505,743.8533959407359,743.8533959407359,743.8533959407359,menta,down,1.3617450129240751,745.2482241531834,745.2482241531834,4,1.6742013171315193,,,,,,,,,,,,,,,,,,,,189616,2022-09-07_13h53.00.444,palt,2022.2.2,59.343074595539534,
2,kötény,tisztás,,,,,,,,,2,0,2,0,,,,,0,3,3,1,,,,,,746.9440891370177,,,,,,,747.9738916354254,747.9738916354254,747.9738916354254,747.9738916354254,kötény,4,2.7390262447297573,750.7520893411711,750.7520893411711,750.7520893411711,tisztás,down,1.8387358281761408,752.6197038721293,752.6197038721293,4,0.6226669363677502,,,,,,,,,,,,,,,,,,,,189616,2022-09-07_13h53.00.444,palt,2022.2.2,59.343074595539534,
3,fogó,limonádé,,,,,,,,,2,0,2,0,,,,,0,4,4,2,,,,,,753.2632081303746,,,,,,,754.2897102292627,754.2897102292627,754.2897102292627,754.2897102292627,limonádé,4,2.169224592857063,756.5029060440138,756.5029060440138,756.5029060440138,fecske,down,2.0556786470115185,758.5949048446491,758.5949048446491,4,0.49754782021045685,,,,,,,,,,,,,,,,,,,,189616,2022-09-07_13h53.00.444,palt,2022.2.2,59.343074595539534,
5,karton,hentes,,,,,,,,,2,0,2,0,,,,,0,5,5,4,,,,,,759.1217919690534,,,,,,,760.1424754494801,760.1424754494801,760.1424754494801,760.1424754494801,karton,4,8.558098899200559,768.7369790952653,768.7369790952653,768.7369790952653, ,down,1.388830871321261,770.1692409701645,770.1692409701645,4,0.8363752886652946,,,,,,,,,,,,,,,,,,,,189616,2022-09-07_13h53.00.444,palt,2022.2.2,59.343074595539534,
9,szilva,kecske,,,,,,,,,2,0,2,0,,,,,0,6,6,8,,,,,,771.0337668973953,,,,,,,772.0584038905799,772.0584038905799,772.0584038905799,772.0584038905799,szilva,4,8.36026431247592,780.4589648833498,780.4589648833498,780.4589648833498,kötény,down,2.3068623384460807,782.800697773695,782.800697773695,4,1.0040360363200307,,,,,,,,,,,,,,,,,,,,189616,2022-09-07_13h53.00.444,palt,2022.2.2,59.343074595539534,
8,szalvéta,puska,,,,,,,,,2,0,2,0,,,,,0,7,7,7,,,,,,783.8386806733906,,,,,,,784.8700459795073,784.8700459795073,784.8700459795073,784.8700459795073,puska,None,,799.8503418583423,799.8503418583423,799.8503418583423,szivaR,down,3.987956383265555,803.8698615524918,803.8698615524918,4,1.211231604218483,,,,,,,,,,,,,,,,,,,,189616,2022-09-07_13h53.00.444,palt,2022.2.2,59.343074595539534,
10,málna,dominó,,,,,,,,,2,0,2,0,,,,,0,8,8,9,,,,,,805.1101366933435,,,,,,,806.1351848375052,806.1351848375052,806.1351848375052,806.1351848375052,dominó,4,3.3040278255939484,809.4873575903475,809.4873575903475,809.4873575903475,menta,down,1.5660718595609069,811.0762562789023,811.0762562789023,4,0.5226062275469303,,,,,,,,,,,,,,,,,,,,189616,2022-09-07_13h53.00.444,palt,2022.2.2,59.343074595539534,
1,bagoly,kirakó,,,,,,,,,2,0,2,0,,,,,0,9,9,0,,,,,,811.6259404830635,,,,,,,812.6399391917512,812.6399391917512,812.6399391917512,812.6399391917512,kirakó,4,2.7858753157779574,815.4681255770847,815.4681255770847,815.4681255770847, ,down,6.786046369001269,822.2740703392774,822.2740703392774,4,2.2779773082584143,,,,,,,,,,,,,,,,,,,,189616,2022-09-07_13h53.00.444,palt,2022.2.2,59.343074595539534,
,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,824.5833074161783,824.5833074161783,4,16.331084137782454,,,189616,2022-09-07_13h53.00.444,palt,2022.2.2,59.343074595539534,
3,fogó,limonádé,,,,,,,,,3,0,3,0,0,0,0,2,,,,,,,,,,844.9498620377854,845.9593639047816,845.9593639047816,,,,,,,,,,,,,,,,,,,,,,,,,,840.9447795711458,,,,,,,,,,,,,,,189616,2022-09-07_13h53.00.444,palt,2022.2.2,59.343074595539534,
7,csavarhúzó,hering,,,,,,,,,3,0,3,0,0,1,1,6,,,,,,,,,,851.9528648043051,852.9651570208371,852.9651570208371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189616,2022-09-07_13h53.00.444,palt,2022.2.2,59.343074595539534,
10,málna,dominó,,,,,,,,,3,0,3,0,0,2,2,9,,,,,,,,,,858.9454591199756,859.9734702212736,859.9734702212736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189616,2022-09-07_13h53.00.444,palt,2022.2.2,59.343074595539534,
6,menta,triatlon,,,,,,,,,3,0,3,0,0,3,3,5,,,,,,,,,,865.9578234897926,866.9640184268355,866.9640184268355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189616,2022-09-07_13h53.00.444,palt,2022.2.2,59.343074595539534,
4,mocsár,ananász,,,,,,,,,3,0,3,0,0,4,4,3,,,,,,,,,,872.9528035363182,873.9657345600426,873.9657345600426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189616,2022-09-07_13h53.00.444,palt,2022.2.2,59.343074595539534,
8,szalvéta,puska,,,,,,,,,3,0,3,0,0,5,5,7,,,,,,,,,,879.9523395141587,880.9735352220014,880.9735352220014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189616,2022-09-07_13h53.00.444,palt,2022.2.2,59.343074595539534,
9,szilva,kecske,,,,,,,,,3,0,3,0,0,6,6,8,,,,,,,,,,886.9528999477625,887.964920966886,887.964920966886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189616,2022-09-07_13h53.00.444,palt,2022.2.2,59.343074595539534,
2,kötény,tisztás,,,,,,,,,3,0,3,0,0,7,7,1,,,,,,,,,,893.9583851676434,894.9636850273237,894.9636850273237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189616,2022-09-07_13h53.00.444,palt,2022.2.2,59.343074595539534,
5,karton,hentes,,,,,,,,,3,0,3,0,0,8,8,4,,,,,,,,,,900.9526483435184,901.9537673443556,901.9537673443556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189616,2022-09-07_13h53.00.444,palt,2022.2.2,59.343074595539534,
1,bagoly,kirakó,,,,,,,,,3,0,3,0,0,9,9,0,,,,,,,,,,907.9610147271305,908.9730435209349,908.9730435209349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189616,2022-09-07_13h53.00.444,palt,2022.2.2,59.343074595539534,
7,csavarhúzó,hering,,,,,,,,,3,0,3,0,,,,,0,0,0,6,,,,,,923.4992352351546,,,,,,,924.4939294662327,924.4939294662327,924.4939294662327,924.4939294662327,hering,4,9.050852139480412,933.5909525752068,933.5909525752068,933.5909525752068,,down,1.253842900507152,934.8752329433337,934.8752329433337,4,1.8061457788571715,,,,,919.4767883485183,914.9572465736419,914.9572465736419,u,2.751560114324093,917.7449893755838,917.7449893755838,4,1.7083093887194991,,,,,,,189616,2022-09-07_13h53.00.444,palt,2022.2.2,59.343074595539534,
2,kötény,tisztás,,,,,,,,,3,0,3,0,,,,,0,1,1,1,,,,,,936.7023202320561,,,,,,,937.7240462051705,937.7240462051705,937.7240462051705,937.7240462051705,kötény,4,5.1989698661491275,942.9579037297517,942.9579037297517,942.9579037297517,tisztás,down,1.8066797768697143,944.805359759368,944.805359759368,4,1.8656102009117603,,,,,,,,,,,,,,,,,,,,189616,2022-09-07_13h53.00.444,palt,2022.2.2,59.343074595539534,
4,mocsár,ananász,,,,,,,,,3,0,3,0,,,,,0,2,2,3,,,,,,946.694638996385,,,,,,,947.7217923421413,947.7217923421413,947.7217923421413,947.7217923421413,mocsár,4,2.535235575400293,950.287225288339,950.287225288339,950.287225288339,ananász,down,1.7244459548965096,952.0453789429739,952.0453789429739,4,0.7869305601343513,,,,,,,,,,,,,,,,,,,,189616,2022-09-07_13h53.00.444,palt,2022.2.2,59.343074595539534,
3,fogó,limonádé,,,,,,,,,3,0,3,0,,,,,0,3,3,2,,,,,,952.8534786682576,,,,,,,953.8821979323402,953.8821979323402,953.8821979323402,953.8821979323402,limonádé,4,2.656160769984126,956.5886784968898,956.5886784968898,956.5886784968898,fecske,down,2.0150366434827447,958.6552584338933,958.6552584338933,4,0.90028181578964,,,,,,,,,,,,,,,,,,,,189616,2022-09-07_13h53.00.444,palt,2022.2.2,59.343074595539534,
1,bagoly,kirakó,,,,,,,,,3,0,3,0,,,,,0,4,4,0,,,,,,959.5856611123309,,,,,,,960.6173585727811,960.6173585727811,960.6173585727811,960.6173585727811,kirakó,4,3.1554494984447956,963.8197099054232,963.8197099054232,963.8197099054232,bagoly,down,1.6964902123436332,965.5599688747898,965.5599688747898,4,1.2147095892578363,,,,,,,,,,,,,,,,,,,,189616,2022-09-07_13h53.00.444,palt,2022.2.2,59.343074595539534,
6,menta,triatlon,,,,,,,,,3,0,3,0,,,,,0,5,5,5,,,,,,966.8073952961713,,,,,,,967.821708121337,967.821708121337,967.821708121337,967.821708121337,triatlon,4,2.7239685598760843,970.5832169130445,970.5832169130445,970.5832169130445,menta,down,1.3970641437917948,972.0017316835001,972.0017316835001,4,0.44189727026969194,,,,,,,,,,,,,,,,,,,,189616,2022-09-07_13h53.00.444,palt,2022.2.2,59.343074595539534,
5,karton,hentes,,,,,,,,,3,0,3,0,,,,,0,6,6,4,,,,,,972.4694566838443,,,,,,,973.4927460867912,973.4927460867912,973.4927460867912,973.4927460867912,karton,4,7.112663105130196,980.6407972583547,980.6407972583547,980.6407972583547, ,down,0.8746275203302503,981.5559432078153,981.5559432078153,4,0.8321732822805643,,,,,,,,,,,,,,,,,,,,189616,2022-09-07_13h53.00.444,palt,2022.2.2,59.343074595539534,
9,szilva,kecske,,,,,,,,,3,0,3,0,,,,,0,7,7,8,,,,,,982.4105082219467,,,,,,,983.4391260966659,983.4391260966659,983.4391260966659,983.4391260966659,szilva,4,5.170724576339126,988.6507404437289,988.6507404437289,988.6507404437289,karton,down,1.90488844178617,990.589946469292,990.589946469292,4,0.6402132948860526,,,,,,,,,,,,,,,,,,,,189616,2022-09-07_13h53.00.444,palt,2022.2.2,59.343074595539534,
8,szalvéta,puska,,,,,,,,,3,0,3,0,,,,,0,8,8,7,,,,,,991.2613240536302,,,,,,,992.2939598206431,992.2939598206431,992.2939598206431,992.2939598206431,puska,4,2.1983895283192396,994.5214131008834,994.5214131008834,994.5214131008834,szalvéta,down,3.154342315159738,997.7058638390154,997.7058638390154,4,0.5567186521366239,,,,,,,,,,,,,,,,,,,,189616,2022-09-07_13h53.00.444,palt,2022.2.2,59.343074595539534,
10,málna,dominó,,,,,,,,,3,0,3,0,,,,,0,9,9,9,,,,,,998.2938519008458,,,,,,,999.3145366255194,999.3145366255194,999.3145366255194,999.3145366255194,dominó,4,2.1553294491022825,1001.504489377141,1001.504489377141,1001.504489377141,málna,down,1.594921744428575,1003.1259690960869,1003.1259690960869,4,1.3873846912756562,,,,,,,,,,,,,,,,,,,,189616,2022-09-07_13h53.00.444,palt,2022.2.2,59.343074595539534,
,,,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1004.5664801038802,1004.5664801038802,4,26.83869726303965,,,189616,2022-09-07_13h53.00.444,palt,2022.2.2,59.343074595539534,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1031.4294071467593,,,,,,
